passenger_id,fare,cabin,embarked,home.dest,survived
160,7.925,,S,,0.0
750,78.2667,D20,C,"Haverford, PA",1.0
859,10.5,,S,,0.0
952,11.5,,S,"Penzance, Cornwall / Akron, OH",0.0
1301,211.3375,B5,S,"St Louis, MO",1.0
628,8.05,,S,"Bridgwater, Somerset, England",0.0
606,7.75,,Q,,0.0
164,7.7333,,Q,"Co Longford, Ireland New York, NY",1.0
106,77.9583,D7,S,"Hudson, NY",1.0
1040,7.225,,C,,0.0
617,7.775,,S,"Hartford, CT",0.0
1091,34.6542,A5,C,"New York, NY",0.0
329,7.8875,,S,"England Albion, NY",0.0
480,211.3375,B5,S,"St Louis, MO",1.0
498,6.2375,,S,,0.0
1214,27.0,,S,London,0.0
93,15.5,,Q,,1.0
809,30.0708,,C,"New York, NY",0.0
433,6.4958,,S,,0.0
43,7.75,,Q,,0.0
860,7.8958,,S,,0.0
1144,8.05,,S,London,0.0
967,83.1583,E49,C,"Lakewood, NJ",1.0
710,18.0,,S,,0.0
1277,15.5,,Q,,1.0
1246,13.0,,S,"Newark, NJ",0.0
765,7.8958,,S,,0.0
885,8.05,,S,,0.0
556,28.5375,C53,C,"Albany, NY",1.0
1243,80.0,B28,,,1.0
69,6.8583,,Q,,0.0
514,69.3,B35,C,"Paris, France",1.0
509,13.7917,D,C,"New York, NY",1.0
340,26.0,,S,"Liverpool / Montreal, PQ",0.0
221,57.75,C28,C,"New York, NY",1.0
146,18.0,,S,,0.0
1053,26.55,,S,"Stockholm, Sweden",0.0
803,7.75,,Q,,0.0
508,42.5,B11,S,London / Middlesex,0.0
1169,120.0,B96 B98,S,"Bryn Mawr, PA",1.0
176,50.4958,B10,C,"Omaha, NE",0.0
804,9.5,,S,,0.0
168,7.25,,S,"Merrill, WI",0.0
1131,13.0,,S,"Bronx, NY",0.0
1199,15.7417,,C,,1.0
129,6.975,,S,,1.0
189,30.0,B42,S,"Greenwich, CT",1.0
136,35.5,A26,C,"Basel, Switzerland",1.0
894,17.4,,S,"Tampico, MT",1.0
197,14.4,,S,"Stanton, IA",0.0
290,7.8542,,S,,0.0
36,7.75,,S,,1.0
767,151.55,C22 C26,S,"Montreal, PQ / Chesterville, ON",1.0
232,61.3792,,C,"Geneva, Switzerland / Radnor, PA",1.0
645,7.05,,S,,0.0
33,7.925,,S,,1.0
1264,7.8792,,Q,"Co Sligo, Ireland New York, NY",0.0
1068,23.0,,S,"Cornwall / Akron, OH",1.0
865,7.775,,S,"Karberg, Sweden Jerome Junction, AZ",0.0
341,39.4,D28,S,"Paris, France",1.0
1085,29.7,A18,C,"Philadelphia, PA",0.0
199,7.7208,,Q,,1.0
429,7.7958,,S,"Oskarshamn, Sweden Minneapolis, MN",1.0
1290,7.8958,,S,,0.0
876,9.5,,S,,0.0
730,7.7958,,S,,1.0
919,26.0,,S,"Rochester, NY",0.0
297,73.5,,S,"Lyndhurst, England",0.0
73,8.1375,,Q,,0.0
807,14.4583,,C,,0.0
547,23.0,,S,"Cornwall / Akron, OH",1.0
949,26.0,,S,"Skara, Sweden / Rockford, IL",0.0
1186,7.925,,S,"Ruotsinphytaa, Finland New York, NY",0.0
821,15.85,,S,,0.0
663,7.75,,Q,"Co Sligo, Ireland Hartford, CT",0.0
1176,13.0,,S,"Harrow-on-the-Hill, Middlesex",0.0
623,120.0,B96 B98,S,"Bryn Mawr, PA",1.0
212,12.1833,,S,,0.0
1035,13.0,,S,"Kontiolahti, Finland / Detroit, MI",0.0
1184,13.0,,S,"Elmira, NY / Orange, NJ",0.0
1211,512.3292,B51 B53 B55,C,"Germantown, Philadelphia, PA",1.0
727,9.825,,S,,0.0
701,13.0,,S,"Southsea, Hants",0.0
1022,27.7208,,C,"Chicago, IL",0.0
1251,6.4375,,C,,0.0
234,7.2292,,C,,0.0
1007,7.775,,S,,0.0
978,19.5,,S,"England / Bennington, VT",1.0
67,29.7,A9,C,"Paris, France",1.0
24,9.35,,S,"Tranvik, Finland New York",0.0
216,82.2667,B45,S,"Minneapolis, MN",1.0
812,26.0,,S,"Minneapolis, MN",0.0
735,16.1,,S,,0.0
111,53.1,C123,S,"Scituate, MA",0.0
166,26.2833,D47,S,"New York, NY",1.0
1249,7.25,,S,,0.0
207,21.0,,S,"Elizabeth, NJ",1.0
274,35.5,C52,S,"London, England",1.0
41,7.8958,,S,,0.0
591,13.5,,S,"Yoevil, England / Cottage Grove, OR",1.0
525,63.3583,D10 D12,C,"New York, NY",1.0
287,19.9667,,S,,0.0
469,28.7125,C49,C,"Paris, France New York, NY",0.0
121,7.8542,,S,"Sweden Chicago, IL",0.0
1305,7.0542,,S,,0.0
928,26.0,,S,"Plymouth, Devon / Detroit, MI",1.0
673,13.0,,S,,0.0
1141,31.5,,S,"Guernsey / Elizabeth, NJ",0.0
886,21.0,,S,"Upper Burma, India Pittsburgh, PA",0.0
956,8.05,,S,,1.0
25,15.0333,,C,Paris,0.0
1134,51.8625,D21,S,"Southington / Noank, CT",0.0
149,22.3583,,C,,1.0
925,7.8792,,Q,"Kilmacowen, Co Sligo, Ireland New York, NY",1.0
696,59.4,,C,"New York, NY",1.0
843,7.2833,,Q,"Co Cork, Ireland Roxbury, MA",0.0
889,8.05,,S,,0.0
598,69.55,,S,,0.0
1020,16.0,,S,"India / Rapid City, SD",1.0
139,15.2458,,C,"Syria Kent, ON",0.0
749,8.7125,,C,,0.0
1004,20.575,,S,"Devon, England Wichita, KS",0.0
323,14.5,,S,"Detroit, MI",1.0
180,10.5,,S,"Gunnislake, England / Butte, MT",0.0
450,7.05,,S,,0.0
607,7.225,,C,,1.0
1043,8.05,,S,"England Oglesby, IL",1.0
296,7.775,,S,,1.0
94,7.4958,,S,,1.0
1187,227.525,,C,,0.0
637,8.6625,,S,Austria-Hungary,0.0
286,31.3875,,S,"Sweden  Worcester, MA",1.0
488,7.8792,,Q,,0.0
444,26.55,E17,S,"Lima, Peru",1.0
275,86.5,B79,S,,1.0
806,7.75,,Q,,1.0
1152,26.0,,S,"Weston-Super-Mare, Somerset",0.0
32,7.725,,Q,,0.0
1104,14.4583,,C,"Ottawa, ON",0.0
307,10.5,,S,"St Ives, Cornwall / Houghton, MI",0.0
770,13.5,,S,"Sydney, Australia",0.0
11,8.05,,S,"London New York, NY",1.0
872,46.9,,S,"Wiltshire, England Niagara Falls, NY",0.0
1067,26.25,,S,"Ilford, Essex / Winnipeg, MB",1.0
86,7.75,,S,,0.0
778,26.0,,S,"Bennington, VT",0.0
1060,24.0,,C,"Russia New York, NY",0.0
1298,7.8958,,S,"Bulgaria Chicago, IL",0.0
1082,93.5,B73,S,,1.0
1065,8.05,,S,,0.0
782,8.05,,S,,0.0
562,31.5,,S,"Guernsey / Elizabeth, NJ",0.0
209,9.35,,S,"London, England Norfolk, VA",1.0
1172,26.0,,S,"Hornsey, England",0.0
739,7.225,,C,,1.0
594,27.75,,S,"Bournmouth, England",0.0
123,7.75,,Q,,0.0
734,26.55,C87,S,"Wimbledon Park, London / Hayling Island, Hants",0.0
931,23.45,,S,,0.0
98,13.8583,,C,"Barcelona, Spain / Havana, Cuba",1.0
377,8.6625,,S,,0.0
130,8.6625,,S,,0.0
23,7.75,,Q,,0.0
1229,14.4542,,C,"Syria Ottawa, ON",0.0
555,18.75,,S,"Cornwall / Akron, OH",1.0
370,0.0,A36,S,"Belfast, NI",0.0
383,7.75,,Q,,1.0
201,56.4958,,S,,0.0
917,8.05,,S,,0.0
368,26.0,E60,S,London,0.0
973,69.55,,S,,0.0
387,7.75,,Q,"Ireland Philadelphia, PA",0.0
816,7.925,,S,,1.0
256,15.5,,Q,,1.0
1221,13.0,F2,S,"Boston, MA",0.0
1119,8.05,,S,,0.0
169,14.4542,,C,Greece,0.0
560,7.925,,S,,0.0
373,27.75,C111,C,"New York, NY",0.0
909,59.4,,C,"New York, NY",0.0
719,42.4,,S,"Washington, DC",0.0
791,14.4542,,C,Greece,0.0
954,51.8625,E46,S,"Dorchester, MA",0.0
1167,53.1,E8,S,"New York, NY / Ithaca, NY",1.0
1204,12.35,E101,Q,"Harrisburg, PA",1.0
868,10.5,,S,"Guernsey, England / Edgewood, RI",0.0
972,11.1333,,S,,1.0
1155,13.0,F,S,,0.0
1275,7.2292,,C,,0.0
1071,7.925,,S,,1.0
964,10.5,,S,Cornwall,0.0
774,7.775,,S,,1.0
324,7.75,,Q,,0.0
203,21.0,,S,"Cornwall / Clear Creek, CO",0.0
84,39.0,F4,S,"Guntur, India / Benton Harbour, MI",1.0
633,8.05,,S,,0.0
908,7.925,,S,,1.0
611,13.0,,S,"Seattle, WA / Toledo, OH",0.0
398,33.0,,S,"Denmark Hill, Surrey / Chicago",0.0
91,113.275,D36,C,"Lexington, MA",1.0
1106,25.4667,,S,,0.0
430,26.0,,S,"Skara, Sweden / Rockford, IL",1.0
779,12.35,,Q,,0.0
1143,83.1583,E45,C,"Lakewood, NJ",1.0
291,7.925,,S,,0.0
57,8.05,,S,"London Brooklyn, NY",1.0
257,56.4958,,S,,0.0
888,26.0,F2,S,"Nice, France",0.0
1273,7.75,,S,"Stockholm, Sweden New York",0.0
1066,52.0,C126,S,"London /  East Orange, NJ",1.0
388,10.5,,S,"Pondersend, England / New Durham, NJ",1.0
335,15.85,,S,"Ruotsinphytaa, Finland New York, NY",0.0
273,211.3375,,S,,1.0
756,7.925,,S,,0.0
1077,8.6542,,S,,0.0
1263,8.05,,S,,0.0
128,7.2292,,C,,1.0
802,11.1333,,S,,1.0
28,13.0,,S,"Finland / Washington, DC",1.0
1207,7.2292,,C,,0.0
882,146.5208,B78,C,"Paris, France",1.0
510,7.75,,Q,,0.0
675,21.0,,S,"Mamaroneck, NY",1.0
151,81.8583,A34,S,"San Francisco, CA",1.0
244,7.8958,,S,,0.0
714,90.0,C93,S,"New York, NY /  Stamford CT",1.0
543,7.7292,,Q,,0.0
544,12.7375,,C,"Milford, NH",1.0
639,52.0,A14,S,"Stoughton, MA",0.0
697,7.575,,S,,0.0
423,15.9,,S,"England Brooklyn, NY",1.0
910,13.0,,S,"Worcester, MA",0.0
1171,7.55,,S,,0.0
659,7.65,F G73,S,,0.0
797,7.8542,,S,,0.0
1287,13.0,,S,London,0.0
1201,29.125,,Q,,0.0
99,7.8958,,S,,0.0
850,34.0208,D46,S,"East Orange, NJ",0.0
448,8.05,,S,,0.0
755,93.5,B69,S,"Montreal, PQ",1.0
976,7.25,,S,,0.0
115,8.4333,,S,,0.0
777,8.05,,S,,0.0
72,7.05,,S,,0.0
845,15.2458,,C,,1.0
537,7.8542,,S,,0.0
849,8.05,,S,,0.0
174,31.275,,S,"Sweden Winnipeg, MN",0.0
87,26.25,,S,"Ilford, Essex / Winnipeg, MB",0.0
551,69.55,,S,,0.0
705,7.8958,,S,,0.0
314,8.05,,S,"West Bromwich, England Pontiac, MI",0.0
600,7.7958,,S,"Dagsas, Sweden Fower, MN",0.0
1094,26.0,,S,"Moscow / Bronx, NY",1.0
599,7.25,,S,,0.0
277,15.0458,,C,"Paris / Montreal, PQ",0.0
1033,8.05,,S,,1.0
763,79.2,B86,C,,0.0
835,13.4167,,C,,1.0
1216,52.5542,D19,S,"Boston, MA",1.0
559,7.8542,,S,"Krakoryd, Sweden Bloomington, IL",0.0
684,39.0,F4,S,"Guntur, India / Benton Harbour, MI",1.0
