,fare,embarked,survived,pclass,sex,age,sibsp,parch,loc
430,16.1,2,1.0,3.0,0,24.0,1.0,0.0,8
431,7.8542,2,0.0,3.0,0,20.0,0.0,0.0,8
432,164.8667,2,1.0,1.0,0,45.0,1.0,1.0,8
433,21.075,2,0.0,3.0,1,6.0,3.0,1.0,8
434,26.25,2,1.0,2.0,0,45.0,1.0,1.0,8
435,21.075,2,0.0,3.0,1,2.0,3.0,1.0,8
436,8.05,2,0.0,3.0,1,24.0,0.0,0.0,8
437,221.7792,2,1.0,1.0,0,29.0,0.0,0.0,2
438,14.5,2,1.0,2.0,1,0.6667,1.0,1.0,8
439,7.225,0,0.0,3.0,1,24.0,0.0,0.0,8
440,26.0,2,1.0,2.0,0,8.0,1.0,1.0,8
441,16.1,2,0.0,3.0,1,24.0,1.0,0.0,8
442,13.0,2,0.0,2.0,0,24.0,0.0,0.0,8
443,7.8958,0,0.0,3.0,1,35.0,0.0,0.0,8
444,20.2125,2,0.0,3.0,1,18.0,1.0,1.0,8
445,20.525,2,1.0,3.0,0,31.0,1.0,1.0,8
446,10.5,2,0.0,2.0,1,28.0,0.0,0.0,8
447,30.0,0,1.0,1.0,1,26.0,0.0,0.0,2
448,55.4417,0,1.0,1.0,1,54.0,1.0,0.0,2
449,13.0,2,0.0,2.0,1,48.0,0.0,0.0,8
450,7.8958,0,0.0,3.0,1,24.0,0.0,0.0,8
451,35.0,2,0.0,1.0,1,39.0,0.0,0.0,2
452,82.2667,2,1.0,1.0,0,23.0,1.0,0.0,1
453,8.05,2,0.0,3.0,1,29.0,0.0,0.0,8
454,8.05,2,0.0,3.0,1,30.0,0.0,0.0,8
455,15.85,2,1.0,3.0,0,24.0,1.0,0.0,8
456,71.0,2,1.0,1.0,0,36.0,0.0,2.0,1
457,32.5,2,1.0,2.0,0,34.0,1.0,1.0,8
458,7.25,2,0.0,3.0,1,47.0,0.0,0.0,8
459,24.15,2,0.0,3.0,1,39.0,0.0,0.0,8
460,27.9,2,0.0,3.0,1,40.0,1.0,4.0,8
461,8.05,2,0.0,3.0,1,30.5,0.0,0.0,8
462,12.35,1,0.0,2.0,1,61.0,0.0,0.0,8
463,7.75,1,1.0,3.0,1,24.0,0.0,0.0,8
464,8.05,2,0.0,3.0,1,22.0,0.0,0.0,8
465,7.2292,0,1.0,3.0,0,38.0,0.0,0.0,8
466,16.1,2,1.0,3.0,0,24.0,1.0,0.0,8
467,7.8958,2,0.0,3.0,1,17.0,0.0,0.0,8
468,90.0,1,1.0,1.0,0,33.0,1.0,0.0,2
469,7.925,2,0.0,3.0,1,21.0,0.0,0.0,8
470,7.8958,2,0.0,3.0,1,19.0,0.0,0.0,8
471,29.125,1,0.0,3.0,1,7.0,4.0,1.0,8
472,13.0,2,0.0,2.0,1,24.0,0.0,0.0,8
473,7.75,1,0.0,3.0,1,32.0,0.0,0.0,8
474,12.475,2,1.0,3.0,1,6.0,0.0,1.0,4
475,12.875,0,0.0,2.0,1,36.0,0.0,0.0,3
476,227.525,0,1.0,1.0,0,42.0,0.0,0.0,8
477,17.8,2,0.0,3.0,1,25.0,1.0,0.0,8
478,7.75,1,0.0,3.0,0,24.0,0.0,0.0,8
479,10.4625,2,0.0,3.0,0,2.0,0.0,1.0,6
480,75.25,0,1.0,1.0,0,60.0,1.0,0.0,3
481,23.45,2,0.0,3.0,0,24.0,1.0,2.0,8
482,7.925,2,0.0,3.0,1,25.0,0.0,0.0,8
483,21.0,2,0.0,2.0,0,22.0,0.0,0.0,8
484,9.5,2,1.0,3.0,1,29.0,0.0,0.0,8
485,7.8958,2,0.0,3.0,1,24.0,0.0,0.0,8
486,25.5875,2,0.0,1.0,1,47.0,0.0,0.0,4
487,7.75,1,0.0,3.0,0,24.0,0.0,0.0,8
488,8.05,2,0.0,3.0,1,22.0,0.0,0.0,8
489,20.25,2,1.0,3.0,0,35.0,1.0,1.0,8
490,7.8958,2,0.0,3.0,1,25.0,0.0,0.0,8
491,227.525,0,1.0,1.0,0,38.0,0.0,0.0,2
492,227.525,0,0.0,1.0,1,47.0,1.0,0.0,2
493,30.5,0,1.0,1.0,1,32.0,0.0,0.0,1
494,22.525,2,0.0,3.0,1,28.0,0.0,0.0,8
495,65.0,2,0.0,2.0,1,49.0,1.0,2.0,8
496,27.7208,0,1.0,1.0,0,55.0,0.0,0.0,8
497,83.1583,0,1.0,1.0,0,56.0,0.0,1.0,2
498,12.2875,2,1.0,3.0,0,2.0,0.0,1.0,8
499,7.775,2,0.0,3.0,1,29.0,0.0,0.0,8
500,7.05,2,0.0,3.0,1,25.0,0.0,0.0,8
501,13.5,2,0.0,2.0,1,52.0,0.0,0.0,8
502,34.375,2,0.0,3.0,1,18.0,2.0,2.0,8
503,0.0,2,1.0,3.0,1,25.0,0.0,0.0,8
504,7.75,1,0.0,3.0,1,70.5,0.0,0.0,8
505,7.05,2,0.0,3.0,1,35.0,0.0,0.0,8
506,51.4792,2,1.0,1.0,0,53.0,2.0,0.0,2
507,14.1083,2,1.0,3.0,0,45.0,1.0,0.0,8
508,83.1583,0,0.0,1.0,1,37.0,1.0,1.0,4
509,4.0125,0,0.0,3.0,1,20.0,0.0,0.0,8
510,75.25,0,0.0,1.0,1,64.0,1.0,0.0,3
511,82.1708,0,0.0,1.0,1,28.0,1.0,0.0,8
512,7.2292,0,0.0,3.0,1,30.0,0.0,0.0,8
513,15.85,2,1.0,3.0,0,33.0,3.0,0.0,8
514,13.5,2,0.0,2.0,1,59.0,0.0,0.0,8
515,9.0,2,0.0,3.0,1,47.0,0.0,0.0,8
516,79.2,0,1.0,1.0,0,48.0,1.0,1.0,1
517,8.6625,2,0.0,3.0,0,20.0,0.0,0.0,8
518,7.05,2,0.0,3.0,1,20.0,0.0,0.0,8
519,13.0,2,1.0,2.0,0,42.0,0.0,0.0,8
520,27.9,2,0.0,3.0,0,9.0,3.0,2.0,8
521,53.1,2,1.0,1.0,0,35.0,1.0,0.0,2
522,110.8833,0,1.0,1.0,0,39.0,0.0,0.0,8
523,91.0792,0,1.0,1.0,1,25.0,1.0,0.0,1
524,8.4042,2,0.0,3.0,1,42.0,0.0,1.0,8
525,21.0,2,1.0,2.0,0,35.0,0.0,0.0,8
526,26.0,2,0.0,1.0,1,30.0,0.0,0.0,2
527,7.775,2,0.0,3.0,1,31.0,0.0,0.0,8
528,7.225,0,1.0,3.0,0,24.0,0.0,0.0,8
529,26.55,2,1.0,1.0,1,28.0,0.0,0.0,2
530,25.7417,0,1.0,1.0,1,39.0,0.0,0.0,8
531,13.8625,0,1.0,2.0,1,20.0,0.0,0.0,3
532,53.1,2,0.0,1.0,1,19.0,1.0,0.0,3
533,81.8583,2,1.0,1.0,1,4.0,0.0,2.0,0
534,73.5,2,0.0,2.0,1,21.0,2.0,0.0,8
535,52.5542,2,1.0,1.0,0,47.0,1.0,1.0,3
536,113.275,0,1.0,1.0,0,31.0,1.0,0.0,3
537,26.55,2,0.0,1.0,1,56.0,0.0,0.0,8
538,26.55,2,0.0,1.0,1,39.0,0.0,0.0,2
539,7.2292,0,0.0,3.0,1,24.0,0.0,0.0,8
540,26.0,2,1.0,2.0,0,19.0,1.0,0.0,8
541,31.0,2,0.0,1.0,1,39.0,0.0,0.0,8
542,21.0,2,0.0,2.0,1,29.0,1.0,0.0,8
543,13.5,2,0.0,2.0,1,28.0,0.0,0.0,8
544,247.5208,0,1.0,1.0,0,50.0,0.0,1.0,1
545,7.8958,2,0.0,3.0,1,24.0,0.0,0.0,8
546,65.0,2,1.0,2.0,0,24.0,1.0,2.0,8
547,23.45,2,0.0,3.0,1,24.0,1.0,2.0,8
548,8.4583,1,0.0,3.0,1,24.0,0.0,0.0,8
549,13.0,2,0.0,2.0,1,36.0,0.0,0.0,8
550,23.0,2,1.0,2.0,0,29.0,0.0,2.0,8
551,8.6625,2,0.0,3.0,1,26.0,2.0,0.0,8
552,7.8542,2,1.0,3.0,0,26.0,0.0,0.0,8
553,11.5,2,0.0,2.0,1,21.0,1.0,0.0,8
554,34.375,2,0.0,3.0,0,21.0,2.0,2.0,8
555,26.55,2,1.0,1.0,0,58.0,0.0,0.0,2
556,17.8,2,0.0,3.0,0,18.0,1.0,0.0,8
557,7.725,1,1.0,3.0,0,22.0,0.0,0.0,8
558,76.7292,0,1.0,1.0,1,27.0,0.0,0.0,3
559,6.4958,2,0.0,3.0,1,34.0,0.0,0.0,8
560,7.25,2,1.0,3.0,0,22.0,0.0,0.0,8
561,134.5,0,1.0,1.0,0,31.0,0.0,0.0,4
562,7.2292,0,0.0,3.0,1,24.0,0.0,0.0,5
563,26.0,2,0.0,2.0,1,16.0,0.0,0.0,8
564,7.775,2,0.0,3.0,1,24.0,0.0,0.0,8
565,13.775,2,0.0,3.0,1,0.75,1.0,1.0,8
566,7.75,1,0.0,3.0,1,40.5,0.0,0.0,8
567,7.25,2,0.0,3.0,1,24.0,0.0,0.0,8
568,47.1,2,0.0,1.0,1,17.0,0.0,0.0,8
569,57.0,2,1.0,1.0,0,17.0,1.0,0.0,1
570,89.1042,0,1.0,1.0,0,39.0,1.0,0.0,2
571,31.6792,0,0.0,1.0,0,36.0,0.0,0.0,0
572,49.5042,0,1.0,1.0,0,24.0,0.0,0.0,2
573,26.0,0,0.0,1.0,1,25.0,0.0,0.0,8
574,26.0,2,0.0,2.0,0,29.0,1.0,0.0,8
575,26.0,2,1.0,2.0,0,28.0,1.0,0.0,8
576,7.55,2,0.0,3.0,0,24.0,0.0,0.0,8
577,13.0,2,1.0,2.0,1,42.0,0.0,0.0,8
578,21.0,2,0.0,2.0,0,27.0,1.0,0.0,8
579,26.0,2,1.0,2.0,0,36.0,1.0,0.0,8
580,10.5,2,0.0,2.0,1,16.0,0.0,0.0,8
581,8.05,2,0.0,3.0,1,24.0,0.0,0.0,8
582,86.5,2,1.0,1.0,0,30.0,0.0,0.0,1
583,63.3583,0,1.0,1.0,1,23.0,0.0,1.0,3
584,79.2,0,0.0,1.0,1,46.0,0.0,0.0,1
585,27.4458,0,1.0,1.0,0,53.0,0.0,0.0,8
586,83.475,2,0.0,1.0,1,45.0,1.0,0.0,2
587,30.5,2,1.0,1.0,1,52.0,0.0,0.0,2
588,12.525,2,0.0,2.0,1,51.0,0.0,0.0,8
589,7.2292,0,0.0,3.0,1,28.5,0.0,0.0,8
590,7.2292,0,0.0,3.0,1,15.0,1.0,1.0,8
591,16.0,2,0.0,2.0,1,40.0,0.0,0.0,8
592,7.55,2,0.0,3.0,1,24.0,0.0,0.0,8
593,26.0,2,0.0,2.0,1,34.0,1.0,0.0,8
594,13.0,2,1.0,2.0,0,36.0,0.0,0.0,3
595,27.9,2,0.0,3.0,1,10.0,3.0,2.0,8
596,13.0,2,1.0,2.0,0,19.0,0.0,0.0,8
597,7.75,1,1.0,3.0,0,22.0,0.0,0.0,8
598,7.0458,2,0.0,3.0,1,29.0,1.0,0.0,8
599,13.775,2,0.0,3.0,0,3.0,1.0,1.0,8
600,8.05,2,1.0,3.0,1,32.0,0.0,0.0,4
601,7.65,2,0.0,3.0,1,25.0,0.0,0.0,5
602,7.8542,2,0.0,3.0,1,29.0,0.0,0.0,8
603,0.0,2,1.0,1.0,1,49.0,0.0,0.0,1
604,77.2875,2,0.0,1.0,1,54.0,0.0,1.0,3
605,7.75,1,1.0,3.0,0,24.0,0.0,0.0,8
606,7.775,2,0.0,3.0,1,21.0,0.0,0.0,8
607,26.0,2,1.0,2.0,0,33.0,0.0,2.0,8
608,263.0,2,0.0,1.0,1,64.0,1.0,4.0,2
609,8.6625,2,0.0,3.0,1,27.0,0.0,0.0,8
610,25.925,2,0.0,1.0,1,39.0,0.0,0.0,8
611,262.375,0,1.0,1.0,0,21.0,2.0,2.0,1
612,13.0,2,0.0,2.0,1,25.0,0.0,0.0,8
613,135.6333,0,0.0,1.0,1,22.0,0.0,0.0,8
614,52.0,2,0.0,1.0,1,31.0,1.0,0.0,1
615,52.5542,2,1.0,1.0,1,37.0,1.0,1.0,3
616,26.0,2,0.0,2.0,1,28.0,0.0,0.0,8
617,77.9583,2,1.0,1.0,0,21.0,0.0,0.0,3
618,106.425,0,1.0,1.0,0,48.0,1.0,0.0,2
619,41.5792,0,1.0,2.0,0,1.0,1.0,2.0,8
620,13.0,2,1.0,2.0,0,34.0,0.0,0.0,8
621,7.75,1,0.0,3.0,1,24.0,0.0,0.0,8
622,9.8417,2,1.0,3.0,0,18.0,0.0,0.0,8
623,7.8958,0,0.0,3.0,1,24.0,0.0,0.0,8
624,56.4958,2,1.0,3.0,1,26.0,0.0,0.0,8
625,13.0,2,0.0,2.0,1,30.0,0.0,0.0,8
626,15.2458,0,1.0,3.0,0,24.0,0.0,2.0,8
627,19.9667,2,0.0,3.0,1,24.0,1.0,0.0,8
628,7.0,2,1.0,3.0,0,47.0,1.0,0.0,8
629,7.8792,1,1.0,3.0,0,24.0,0.0,0.0,8
630,83.1583,0,1.0,1.0,0,23.0,0.0,1.0,2
631,22.525,2,0.0,3.0,1,32.0,0.0,0.0,8
632,15.75,2,1.0,2.0,0,12.0,0.0,0.0,8
633,13.5,2,0.0,2.0,1,24.0,0.0,0.0,8
634,22.025,2,1.0,3.0,0,26.0,1.0,1.0,8
635,135.6333,0,1.0,1.0,0,55.0,0.0,0.0,2
636,7.2292,0,0.0,3.0,1,22.0,0.0,0.0,8
637,7.2292,0,0.0,3.0,1,23.5,0.0,0.0,8
638,8.0292,1,1.0,3.0,0,15.0,0.0,0.0,8
639,90.0,2,1.0,1.0,1,38.0,1.0,0.0,2
640,10.5,2,0.0,2.0,1,25.0,0.0,0.0,8
641,22.3583,0,1.0,3.0,0,24.0,0.0,2.0,8
642,79.2,0,0.0,1.0,1,46.0,0.0,0.0,8
643,33.5,2,0.0,1.0,1,61.0,0.0,0.0,1
644,26.55,2,0.0,1.0,1,39.0,0.0,0.0,8
645,55.0,2,1.0,1.0,0,39.0,0.0,1.0,4
646,7.8792,1,1.0,3.0,0,24.0,0.0,0.0,8
647,164.8667,2,1.0,1.0,0,31.0,0.0,2.0,2
648,10.5,2,1.0,2.0,0,50.0,0.0,0.0,8
649,15.5,1,0.0,3.0,1,24.0,1.0,0.0,8
650,8.05,2,0.0,3.0,1,51.0,0.0,0.0,8
651,29.125,1,0.0,3.0,1,10.0,4.0,1.0,8
652,19.2583,0,1.0,3.0,0,0.75,2.0,1.0,8
653,10.5,2,1.0,2.0,0,34.0,0.0,0.0,5
654,7.925,2,0.0,3.0,0,27.0,1.0,0.0,8
655,78.2667,0,1.0,1.0,0,52.0,1.0,0.0,3
656,10.5,2,0.0,2.0,1,19.0,0.0,0.0,8
657,11.5,2,0.0,2.0,1,21.0,0.0,0.0,8
658,211.3375,2,1.0,1.0,0,29.0,0.0,0.0,1
659,8.05,2,0.0,3.0,1,24.0,0.0,0.0,8
660,7.75,1,0.0,3.0,0,24.0,0.0,0.0,8
661,7.7333,1,1.0,3.0,0,16.0,0.0,0.0,8
662,77.9583,2,1.0,1.0,0,63.0,1.0,0.0,3
663,7.225,0,0.0,3.0,1,24.0,0.0,0.0,8
664,7.775,2,0.0,3.0,1,26.0,0.0,0.0,8
665,34.6542,0,0.0,1.0,1,71.0,0.0,0.0,0
666,7.8875,2,0.0,3.0,1,26.0,0.0,0.0,8
667,211.3375,2,1.0,1.0,0,15.0,0.0,1.0,1
668,6.2375,2,0.0,3.0,1,61.0,0.0,0.0,8
669,27.0,2,0.0,2.0,1,42.0,1.0,0.0,8
670,15.5,1,1.0,3.0,0,24.0,1.0,0.0,8
671,30.0708,0,0.0,2.0,1,32.5,1.0,0.0,8
672,6.4958,2,0.0,3.0,1,18.0,1.0,0.0,8
673,7.75,1,0.0,3.0,1,24.0,0.0,0.0,8
674,7.8958,2,0.0,3.0,1,24.0,0.0,0.0,8
675,8.05,2,0.0,3.0,1,24.0,0.0,0.0,8
676,83.1583,0,1.0,1.0,0,39.0,1.0,1.0,4
677,18.0,2,0.0,3.0,1,16.0,2.0,0.0,8
678,15.5,1,1.0,3.0,0,24.0,1.0,0.0,8
679,13.0,2,0.0,2.0,1,26.0,0.0,0.0,8
680,7.8958,2,0.0,3.0,1,28.0,0.0,0.0,8
681,8.05,2,0.0,3.0,1,21.0,0.0,0.0,8
682,28.5375,0,1.0,1.0,1,31.0,0.0,0.0,2
683,80.0,2,1.0,1.0,0,38.0,0.0,0.0,1
684,6.8583,1,0.0,3.0,1,24.0,0.0,0.0,8
685,69.3,0,1.0,1.0,0,24.0,0.0,0.0,1
686,13.7917,0,1.0,2.0,0,23.0,0.0,0.0,3
687,26.0,2,0.0,2.0,1,35.0,0.0,0.0,8
688,57.75,0,1.0,1.0,0,35.0,1.0,0.0,2
689,18.0,2,0.0,3.0,0,31.0,1.0,0.0,8
690,26.55,2,0.0,1.0,1,42.0,0.0,0.0,8
691,7.75,1,0.0,3.0,1,24.0,0.0,0.0,8
692,42.5,2,0.0,1.0,1,42.0,0.0,0.0,1
693,120.0,2,1.0,1.0,1,11.0,1.0,2.0,1
694,50.4958,0,0.0,1.0,1,48.0,0.0,0.0,1
695,9.5,2,0.0,3.0,1,33.0,0.0,0.0,8
696,7.25,2,0.0,3.0,1,59.0,0.0,0.0,8
697,13.0,2,0.0,2.0,1,52.0,0.0,0.0,8
698,15.7417,0,1.0,3.0,0,19.0,1.0,1.0,8
699,6.975,2,1.0,3.0,1,27.0,0.0,0.0,8
700,30.0,2,1.0,1.0,0,19.0,0.0,0.0,1
701,35.5,0,1.0,1.0,1,56.0,0.0,0.0,0
702,17.4,2,1.0,3.0,1,36.5,1.0,0.0,8
703,14.4,2,0.0,3.0,0,28.0,1.0,1.0,8
704,7.8542,2,0.0,3.0,1,21.0,0.0,0.0,8
705,7.75,2,1.0,3.0,0,22.0,0.0,0.0,8
706,151.55,2,1.0,1.0,1,0.9167,1.0,2.0,2
707,61.3792,0,1.0,1.0,1,21.0,0.0,1.0,8
708,7.05,2,0.0,3.0,1,23.0,0.0,0.0,8
709,7.925,2,1.0,3.0,0,27.0,0.0,0.0,8
710,7.8792,1,0.0,3.0,0,18.0,0.0,0.0,8
711,23.0,2,1.0,2.0,0,20.0,2.0,1.0,8
712,7.775,2,0.0,3.0,1,16.0,0.0,0.0,8
713,39.4,2,1.0,1.0,0,51.0,0.0,1.0,3
714,29.7,0,0.0,1.0,1,39.0,0.0,0.0,0
715,7.7208,1,1.0,3.0,0,24.0,0.0,0.0,8
716,7.7958,2,1.0,3.0,1,23.0,0.0,0.0,8
717,7.8958,2,0.0,3.0,1,28.0,0.0,0.0,8
718,9.5,2,0.0,3.0,1,16.0,0.0,0.0,8
719,7.7958,2,1.0,3.0,1,21.0,0.0,0.0,8
720,26.0,2,0.0,2.0,1,46.0,0.0,0.0,8
721,73.5,2,0.0,2.0,1,18.0,0.0,0.0,8
722,8.1375,1,0.0,3.0,0,24.0,0.0,0.0,8
723,14.4583,0,0.0,3.0,0,17.0,0.0,0.0,8
724,23.0,2,1.0,2.0,0,4.0,1.0,1.0,8
725,26.0,2,0.0,2.0,1,25.0,1.0,0.0,8
726,7.925,2,0.0,3.0,1,37.0,2.0,0.0,8
727,15.85,2,0.0,3.0,1,28.0,1.0,0.0,8
728,7.75,1,0.0,3.0,0,37.0,0.0,0.0,8
729,13.0,2,0.0,2.0,1,39.0,0.0,0.0,8
730,120.0,2,1.0,1.0,1,36.0,1.0,2.0,1
731,12.1833,2,0.0,3.0,0,36.0,0.0,2.0,8
732,13.0,2,0.0,2.0,0,18.0,1.0,1.0,8
733,13.0,2,0.0,2.0,1,26.0,0.0,0.0,8
734,512.3292,0,1.0,1.0,0,58.0,0.0,1.0,1
735,9.825,2,0.0,3.0,0,21.0,1.0,0.0,8
736,13.0,2,0.0,2.0,1,25.0,0.0,0.0,8
737,27.7208,0,0.0,1.0,1,39.0,0.0,0.0,8
738,6.4375,0,0.0,3.0,1,24.0,1.0,0.0,8
739,7.2292,0,0.0,3.0,1,18.5,0.0,0.0,8
740,7.775,2,0.0,3.0,1,74.0,0.0,0.0,8
741,19.5,2,1.0,2.0,0,41.0,0.0,1.0,8
742,29.7,0,1.0,1.0,1,45.0,0.0,0.0,0
743,9.35,2,0.0,3.0,1,22.0,0.0,0.0,8
744,82.2667,2,1.0,1.0,1,24.0,1.0,0.0,1
745,26.0,2,0.0,2.0,0,26.0,1.0,1.0,8
746,16.1,2,0.0,3.0,0,26.0,1.0,0.0,8
747,53.1,2,0.0,1.0,1,37.0,1.0,0.0,2
748,26.2833,2,1.0,1.0,0,19.0,0.0,2.0,3
749,7.25,2,0.0,3.0,1,20.5,0.0,0.0,8
750,21.0,2,1.0,2.0,0,30.0,3.0,0.0,8
751,35.5,2,1.0,1.0,1,39.0,0.0,0.0,2
752,7.8958,2,0.0,3.0,0,28.0,0.0,0.0,8
753,13.5,2,1.0,2.0,0,26.0,0.0,0.0,8
754,63.3583,0,1.0,1.0,0,45.0,0.0,1.0,3
755,19.9667,2,0.0,3.0,1,24.0,1.0,0.0,8
756,28.7125,0,0.0,1.0,0,50.0,0.0,0.0,2
757,7.8542,2,0.0,3.0,1,20.0,0.0,0.0,8
758,7.0542,2,0.0,3.0,1,17.0,1.0,0.0,8
759,26.0,2,1.0,2.0,0,2.0,1.0,1.0,8
760,13.0,2,0.0,2.0,1,23.0,0.0,0.0,8
761,31.5,2,0.0,2.0,1,24.0,2.0,0.0,8
762,21.0,2,0.0,2.0,0,27.0,0.0,0.0,8
763,8.05,2,1.0,3.0,0,24.0,0.0,0.0,8
764,15.0333,0,0.0,2.0,1,27.0,0.0,0.0,8
765,51.8625,2,0.0,1.0,1,41.0,1.0,0.0,3
766,22.3583,0,1.0,3.0,1,24.0,1.0,1.0,8
767,7.8792,1,1.0,3.0,0,19.0,0.0,0.0,8
768,59.4,0,1.0,1.0,0,54.0,1.0,0.0,8
769,7.2833,1,0.0,3.0,0,18.5,0.0,0.0,8
770,8.05,2,0.0,3.0,1,32.0,0.0,0.0,8
771,69.55,2,0.0,3.0,1,24.0,8.0,2.0,8
772,16.0,2,1.0,2.0,0,55.0,0.0,0.0,8
773,15.2458,0,0.0,3.0,1,6.0,1.0,1.0,8
774,8.7125,0,0.0,3.0,1,24.0,0.0,0.0,8
775,20.575,2,0.0,3.0,1,26.0,1.0,2.0,8
776,14.5,2,1.0,2.0,0,24.0,0.0,2.0,8
777,10.5,2,0.0,2.0,1,19.0,0.0,0.0,8
778,7.05,2,0.0,3.0,1,24.0,0.0,0.0,8
779,7.225,0,1.0,3.0,1,22.0,0.0,0.0,8
780,8.05,2,1.0,3.0,1,19.0,0.0,0.0,8
781,7.775,2,1.0,3.0,1,24.0,0.0,0.0,8
782,7.4958,2,1.0,3.0,0,18.0,0.0,0.0,8
783,227.525,0,0.0,1.0,1,39.0,0.0,0.0,8
784,8.6625,2,0.0,3.0,1,17.0,0.0,0.0,8
785,31.3875,2,1.0,3.0,0,38.0,1.0,5.0,8
786,7.8792,1,0.0,3.0,0,24.0,0.0,0.0,8
787,26.55,2,1.0,1.0,1,51.0,0.0,0.0,4
788,86.5,2,1.0,1.0,0,16.0,0.0,0.0,1
789,7.75,1,1.0,3.0,0,24.0,0.0,0.0,8
790,26.0,2,0.0,2.0,1,50.0,1.0,0.0,8
791,7.725,1,0.0,3.0,1,24.0,0.0,0.0,8
792,14.4583,0,0.0,3.0,1,24.0,1.0,0.0,8
793,10.5,2,0.0,2.0,1,32.0,0.0,0.0,8
794,13.5,2,0.0,2.0,1,32.0,0.0,0.0,8
795,8.05,2,1.0,3.0,0,23.0,0.0,0.0,8
796,46.9,2,0.0,3.0,1,14.0,5.0,2.0,8
797,26.25,2,1.0,2.0,0,7.0,0.0,2.0,8
798,7.75,2,0.0,3.0,0,45.0,0.0,0.0,8
799,26.0,2,0.0,1.0,1,46.0,0.0,0.0,8
800,24.0,0,0.0,2.0,1,30.0,1.0,0.0,8
801,7.8958,2,0.0,3.0,1,26.0,0.0,0.0,8
802,93.5,2,1.0,1.0,0,30.0,0.0,0.0,1
803,8.05,2,0.0,3.0,1,34.0,0.0,0.0,8
804,8.05,2,0.0,3.0,1,30.0,0.0,0.0,8
805,31.5,2,0.0,2.0,1,22.0,2.0,0.0,8
806,9.35,2,1.0,3.0,1,0.8333,0.0,1.0,8
807,26.0,2,0.0,2.0,1,27.0,0.0,0.0,8
808,7.225,0,1.0,3.0,1,22.0,0.0,0.0,8
809,27.75,2,0.0,2.0,1,36.0,1.0,2.0,8
810,7.75,1,0.0,3.0,1,24.0,0.0,0.0,8
811,26.55,2,0.0,1.0,1,62.0,0.0,0.0,2
812,23.45,2,0.0,3.0,0,24.0,1.0,2.0,8
813,13.8583,0,1.0,2.0,0,30.0,1.0,0.0,8
814,8.6625,2,0.0,3.0,1,42.0,0.0,0.0,8
815,8.6625,2,0.0,3.0,1,21.0,0.0,0.0,8
816,7.75,1,0.0,3.0,1,24.0,0.0,0.0,8
817,14.4542,0,0.0,3.0,0,45.0,0.0,1.0,8
818,18.75,2,1.0,2.0,1,3.0,1.0,1.0,8
819,0.0,2,0.0,1.0,1,39.0,0.0,0.0,0
820,7.75,1,1.0,3.0,1,24.0,0.0,0.0,8
821,56.4958,2,0.0,3.0,1,28.0,0.0,0.0,8
822,8.05,2,0.0,3.0,1,55.5,0.0,0.0,8
823,26.0,2,0.0,1.0,1,50.0,0.0,0.0,4
824,69.55,2,0.0,3.0,1,24.0,8.0,2.0,8
825,7.75,1,0.0,3.0,1,21.0,0.0,0.0,8
826,7.925,2,1.0,3.0,1,32.0,0.0,0.0,8
827,15.5,1,1.0,3.0,0,24.0,1.0,0.0,8
828,13.0,2,0.0,2.0,1,26.0,0.0,0.0,5
829,8.05,2,0.0,3.0,1,22.0,0.0,0.0,8
830,14.4542,0,0.0,3.0,1,18.0,1.0,0.0,8
831,7.925,2,0.0,3.0,0,23.0,0.0,0.0,8
832,27.75,0,0.0,1.0,1,30.0,0.0,0.0,2
833,59.4,0,0.0,1.0,1,55.0,1.0,0.0,8
834,42.4,2,0.0,1.0,1,47.0,0.0,0.0,8
835,14.4542,0,0.0,3.0,1,26.0,1.0,0.0,8
836,51.8625,2,0.0,1.0,1,54.0,0.0,0.0,4
837,53.1,2,1.0,1.0,1,27.0,1.0,0.0,4
838,12.35,1,1.0,2.0,0,27.0,0.0,0.0,4
839,10.5,2,0.0,2.0,1,66.0,0.0,0.0,8
840,11.1333,2,1.0,3.0,0,27.0,0.0,2.0,8
841,13.0,2,0.0,2.0,1,18.5,0.0,0.0,5
842,7.2292,0,0.0,3.0,1,24.0,0.0,0.0,8
843,7.925,2,1.0,3.0,1,31.0,0.0,0.0,8
844,10.5,2,0.0,2.0,1,47.0,0.0,0.0,8
845,7.775,2,1.0,3.0,0,22.0,0.0,0.0,8
846,7.75,1,0.0,3.0,0,24.0,0.0,0.0,8
847,21.0,2,0.0,2.0,1,34.0,1.0,0.0,8
848,39.0,2,1.0,2.0,0,4.0,2.0,1.0,5
849,8.05,2,0.0,3.0,1,24.0,0.0,0.0,8
850,7.925,2,1.0,3.0,1,39.0,0.0,0.0,8
851,13.0,2,0.0,2.0,1,44.0,0.0,0.0,8
852,33.0,2,0.0,2.0,1,28.0,0.0,1.0,8
853,113.275,0,1.0,1.0,0,23.0,1.0,0.0,3
854,25.4667,2,0.0,3.0,0,24.0,0.0,4.0,8
855,26.0,2,1.0,2.0,0,20.0,1.0,0.0,8
856,12.35,1,0.0,2.0,1,35.0,0.0,0.0,8
857,83.1583,0,1.0,1.0,0,64.0,0.0,2.0,4
858,7.925,2,0.0,3.0,0,29.0,0.0,0.0,8
859,8.05,2,1.0,3.0,1,18.0,0.0,0.0,8
860,56.4958,2,0.0,3.0,1,24.0,0.0,0.0,8
861,26.0,2,0.0,2.0,1,36.5,0.0,2.0,5
